,txt,label
24533,"영화관에서 정말 이렇게 지루한 영화는 처음,, 차라리 가루지기가 낫다",1
24534,메린이입니다. 22셋 관련 질문드려요 ㅠ,0
24535,뱀파이어 아이즈 루비,0
24536,진짜재미있었습니다.,1
24537,진심 실망한드라마 갈수록지루해지고 질질끌지를않나 그리고 나는 계속 둘이몸바껴서 경준이인모습으로 다란이한테 가는모습을 보고싶엇는데 결국 몸은바꼇어도 결말이 흐지부지 똑같이 윤재몸으로 경준이영혼이 감ㅋㅋ,1
24538,메아기 팬텀 템셋팅 질문이요ㅜㅠ,0
24539,조용히 혼자서 숲을 걷는 영화,1
24540,츄츄입문 사냥중인데. 경험치 반토막 난거 맞나요?,0
24541,선생님들 여기 교환 안되죠?,0
24542,만점짜리 드라마. 내 생애 이렇게 절절하게 펑펑 울어본 드라마가 없었다. 내 가족이 죽은것처럼 가슴이 아프고 허전하다.,1
24543,오래전에 보고 울었는데.. 오늘 다시보고 또 울었네요 아.. 쩝...,1
24544,내용에는 별로 신경을쓰지안고 감동과순수함에만 짐착해하는 아쉬움이많다,1
24545,3차에 있는 트랜지션 궁금한게 있습니다!!,0
24546,부담없이 잘봤네 ㅋㅋ,1
24547,도적 아대 3줄 극옵 얼마나 하나요..?,0
24548,자사권 구매,0
24549,이제 그만..,1
24550,아카이럼 퀘스트 질문,0
24551,이 영화는 재미가 있고 하는게 아니라 포르코의 멋진 중저음의 매료될 수 있는 충분한 영화이다 게다가 중간중간에 나오는 던지는 듯한 말투도 정말 멋있다.,1
24552,이게 왜7점대 영화인줄 모르겟다 명장면 명대사 모두있는데 홍수를 기대해서 별점을깎았나?,1
24553,시시하다.,1
24554,로얄 첨인데 이거 잘 뜬건가요..??,0
24555,사자가 사자후를 하네...,1
24556,케이블에서 종종해줌. 2번 봤는데 괜찮았음,1
24557,도대체 너네들 무슨 영화를 본거냐 이게 평균 평점 8.5라고?호러도 아니고 러브스토리도 아니고 죽도 밥도 아닌 영화를 저렇게 평점을 주다니평점 한번 올리는데 얼마나 받는지 모르겟네리뷰를 하려면 최소한 영화는 보고 양심껏 하자,1
24558,이하나 예쁘네요 ㅋ ㅋ,1
24559,주인공이 이뻐서 그나마 위안이 됐음. 하지만 발연기 안습,1
24560,진심 여주빼고 빡쳐서 볼때마다 암걸릴것같다. 그리고 6회에선가 여주가 조은차에의해 강제하차선언할때 얽히고섥혀있는 남자들의세상에 질려버렸다는말 정말공감한다. 연줄로 빌어먹고사는 남자라는 존재들은 정말 야비하고더러움그자체.작가의 촌철살인 글에대한 박수를,1
24561,이것도 진짜 재밌게 본듯,1
24562,하하하하...내가 왜 이걸 볼생각을 했을까...CG가 하도 구려서 집중도 안돼고 헛웃음만 납니다...,1
24563,영.화.꼬.라.지.하.고.는.대한민국 참 돈이 많이 남아돈다.,1
24564,우들리 연기 잘한다~ 3탄 기다릴께요~,1
24565,홍해바다도 갈르고 온갖기적 다 행하시는 그분은...왜 그 조그마한 세월호 하나 뒤집어줄줄 모르실까...그 정도 성의?만 보여주셨어도 믿지 말래도 믿고 목숨바쳐 충성할텐데...,1
24566,3일차,0
24567,하.. 17강 조져 말어..,0
24568,강혜정 쌩얼메이크업과 이수경의 뽀얀피부의 대비가 눈에 띔,1
24569,재밌기만하다~~~ 연걸이형 최고~ 안소니형도 최고!!,1
24570,난왜릏게 지루했던건지...,1
24571,"에드워드가 왜 표지의 센터인지 모르겠다. 벨라, 제이콥, 에드워드의 삼각관계에서 시작해 삼각관계로 끝나는 그냥 로맨스 영화. 센터 에드워드의 출연분은 많지 않으며, 삼각관계는 2시간 넘게 해결되지 못하고 끝난다.",1
24572,결국 감독 자신이 하고 싶은 의견을 지존파 핑계삼아 하려고 한듯. 지존파 살인은 정당화하고 정부탓이 였다는.사회탓이라는.,1
24573,재기발랄함,1
24574,메린이 강화 질문있어요,0
24575,나 참 어이가 없어서 뭐라 말해야할지.... 사랑 그리움 애틋함 이런 거 무시해서 어이없다하는거 아니니까 내 평점에 열폭하지 마시길..,1
24576,이런소울 팔면 얼마정도함?,0
24577,원스를 뛰어넘는 최고의 음악영화,1
24578,성동일씨 가족이야기 하는데 웃을준비하규 재미있는 이야기를 꺼내려고 유도하는 건 뭐지...???? 충분히 진솔한 이야기만으로도 진행해서 감동을 줄수있는데 너무 억지스러워 성동일씨가 정말 괜히 출연하신것 같았어요,1
24579,할로윈 시사로 봤는데 독특한 설정과 강렬한 이미지가 아직도 눈에 선하네요 ㅎㄷㄷ,1
24580,"정말.... 재미도 ,감동도,교훈도 없는 북한의 생화학 무기를 대비하기위해 방독면을 쓰자고 하는 영화.내 인생의 123분을 소비했다. 올해 최악의 영화는 당연 이영화가 아닐까 싶다.",1
24581,님들 189에 무기고에서 시간당 1300 먹는데,0
24582,아직도 벤안푸네 ㅋㅋㅋㅋ,0
24583,낯부끄러운 영화 이건 뭐... 추석마다 개봉 좀 그만!,1
24584,거래안되는 무쓸모쏘울들은 어떻게하시나요?,0
24585,잘 만든 영화가 사람의 생각을 바꿀수있습니다.자신들을 피해받은 나라로 묘사하며 역사왜곡을 하는 이영화는 무섭다.순수한 아이들만 희생되었다.일본은 왜 자기자신들이 한짓을 인정하고 사과하려하지않을까,1
24586,내가 본 최고의 한국 멜로 영화,1
24587,메린이 좀 도와주쇼..,0
24588,100제 유닠 120제 에픽에 토드 왜 안될까요?,0
24589,허~~ 이것도 영화야??,1
24590,블링수호 원래 비싼가요?,0
24591,재밌게 봤는데 예상외로 평점이 낮네,1
24592,So What?,1
24593,메엠 뉴비들 ㅋㅋㅋㅋㅋ,0
24594,"1991년도 작품이라는 것이 그저 놀라울 뿐. 화재와 소방관 소재 영화 중 단연 최고라고 본다. 스케일, 웅장한 배경음악, 방화범 추리하는 재미까지. 단 러브라인은 뺏으면 더 좋을 듯. 한편 로버트 드니 로의 카리스마는 역시.",1
24595,헤어를 돌려보았어요 (부계2),0
24596,지젼 잼잇다 2번봐라 꼭 잠잘온다,1
24597,스카니아 티타늄하트사실분계신가요,0
24598,겨울에 보기에 딱조은 영화~,1
24599,위대한 다세포 소녀를 따라가자!,1
24600,얘네는 진짜 뭐 믿고 배짱운영하는거지,0
24601,여자들은영화를발로보냐? 여자평점8점ㄷㄷ,1
24602,무고밴관련해서 빨리공지올려라,0
24603,실력이 필요없는 상황.,1
24604,지금은 서버 괜찮나요?,0
24605,도박중독 Mㅔ린이 (63),0
24606,메린이 패파육성 9일차!,0
24607,아이고야.. 이 좋은 소재로 이렇게 지루해서야 원..,1
24608,보통 160장신,0
24609,우리 중 누구에게나 일어 날 수 있는 일.. 여운이 많이 남는 영화다,1
24610,현질,0
24611,겨울마다 생각나는 드라마.. 소지섭 임수정,1
24612,이야~ 알바 많이 풀었네,1
24613,휴그랜트만의영화,1
24614,이영화만 성공 했어도 스퀘어가 에닉스랑 합병 할일은 없었을텐데..,1
24615,완벽하다. 모든 것을 통제하는 힘. 우리의 어른됨. 상상력을 지배하는 그 모든 됨됨이들.,1
24616,프레데터중 울프 프레데터가 간지라고 해서 봤더니 AVP1의 스카프레데터 만큼 인상적인 전투를 보여주지 못했다...아니 화면부터가 캄캄해서 아에 안보였다...,1
24617,"피 끓는 청춘도 한 때이고, 느와르가 세상의 중심이 되는 시기도 찰나인데,,그 여운은 오래가는 군요...",1
24618,간첩 미화영화 사라져야할 영화다,1
24619,ㅋㅋㅋㅋ 영화 끝났다 ㅋ 시계보고 놀랐다,1
24620,패파 140 성패를 끝으로 현질 안하려고 맘먹었는데....,0
24621,"미얀하지만. 스토리를 상황극으로 만든거 같다 , 또하나의 단점은 억지로 웃길려는거와 , 지루함",1
24622,왜 이런 영화를 제작했을까???,1
24623,22셋에 우트 에픽20성 끼고있는데,0
24624,나도 1점 얼마나 너무하길래,1
24625,이거 무슨 눈인가요?,0
24626,"영상, 음악 모두가 좋았던...",1
24627,근데 장첸이 대체 어디나오는데요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?? 저만 못찾음??,1
24628,호러물을 좋아하긴 하지만.. 이건 최악..,1
24629,바이퍼 리프스킬 좋은가요??,0
24630,상상 이상으로 유치찬란,1
24631,결말한번 거창하도록 멋있다..,1
24632,1,1
24633,이류도 아닌 완젼 3류 영화... 이거 왜 만들었을까...??,1
24634,플스여 영원하라!,1
24635,코믹은 코믹으로 봐라 패러디하고 카메오들보는 재미도 있다,1
24636,꼭 보시길.. 진짜 괜찮은 영화~ 이런 사랑 하고 싶다..,1
24637,"아!~진짜, 나보아팬이라서 이러면 안되는데, 왜 그,러브라인때, 민망해서 장면을 회피하고 헛소리하고 그래, 익숙치 않아서 일꺼야 하면서,,,으~아~혼자 안절부절하면서 봤다. ㅠㅠ 그래 나중엔 더좋은모습으로 나오겠지?^^;",1
24638,지루하지 않고 무엇보다 배우들의 열연이 굳굳,1
24639,누구나 결국엔 운다..아버지를 생각하면.,1
24640,알바 50명정도면... 쓸만하겠네요... 인건비대비...참......할말이없네요,1
24641,카자투,0
24642,스걸형님은 이미 클레멘타인이라는 불후의 명작을 남겼다..,1
24643,방금 영환불 운 여기에 대신씀,0
24644,요즘 22셋 어때요??,0
24645,"미공개 복음서를 소재로 했지만, 실상은 엑소시스트.-,-",1
24646,메이플m도 닉거래하나요?,0
24647,치정극의 비극에 걸리고 나자빠진 우디 앨런,1
24648,정말 무모할 만큼 아름다운 사랑. 그리고 복수. 뭔가 꾸미지 않은 원초적 감정이 있는영화. 아.. 잘봤다.,1
24649,풀메 모으기 (44일차),0
24650,지루하고 머리아픈영화,1
24651,베트맨과 로빈 감독이 오페라의 유령과 폰부스의 감독이랑 동일인물일줄은 몰랐다,1
24652,영화는 삶에 일부분이다.에덴도 삶에 있어 필요한 우리들의 시간이다.잘 봤어요.,1
24653,질문드립니다~도와주세요ㅠ,0
24654,아름다운 아내는 어디에..? 유럽영화 좋아하는데 이건 원작을 따라가려했던건지 각색하려햤던건지 이도저도 아닌 영화가 됐다. 감독 필모그래피 보아하니 당연한 결과인가,1
24655,"압도적인 비쥬얼의 적 군함, 매끈하게 잘 빠진 엔터프라이즈호, 통통 튀는 개성의 캐릭터들, 그리고 이 영화를 관통하는 최고의 OST 가 , 스페이스 오페라에서만 느낄 수 있는 우주 모험의 설레임과 감동을 완벽하게 선사해준다.",1
24656,사회에서의 여러가지 문제점들을 잘 반영한것 같은,1
24657,보고 울었어요,1
24658,크로아 173 나워 길드 구합니다,0
24659,광부직업 여러개 돌려보신분 계신가요?,0
24660,"<아침극내손을잡아 > 월~금오전7시50분방송이오니,노치치마세요.많은시청바랍니다 제작진오림.",1
24661,공포영화 보면서 어이없어서 한참 웃었던 영화는 처음 입니다. 계속 이어지는 억지 설정에 도저히 영화에 몰입이 되지 않을뿐더러 보는 내도록 짜증이나서 다보고 나서도 상당히 기분이 좋지 않았던 영화 입니다.,1
24662,혹시나 하고 봤더니 역시나 이다. 진짜 어색하고 짜증난다.,1
24663,도적직업군 추천좀요,0
24664,실례가 안된다면 어깨가격좀 봐주싯시오,0
24665,카이저 템셋팅 어떻게 해야하나요..?,0
24666,"본지 15년이 지났지만, 그 공포는 아직도 잊을수 없다.",1
24667,이젠 주말마다 뭘보나?이선태 김명규 하휘동 등등 춤꾼들 보는 재미에 푹빠져지냈는데ㅜㅡ,1
24668,열차 지역이동이 뭐죠??,0
24669,진짜 재미없네 ㅋㅋㅋㅋㅋㅋ,1
24670,고수님들 가격좀 봐주십셔,0
24671,내 인생 최고의 드라마. 20시간의 영화다 모든장면 모든대사가 완벽하다. 긴 여운에 아직도 빠담빠담하다.,1
24672,이거 완전 재밌다고 하던데 한번 보니 재밌군요.,1
24673,이렇게 재미없는영화는 또오랜만.... 평점이너무높은듯,1
24674,사지도 않은 걸 샀다고 하네여 어디에 쓴지도 몰라요,0
24675,정이건,1
24676,옥보단 3D보다 쓰레기,1
24677,다 큰 성인 남자가 이런걸 연출해 올 수 있는 그 정신상태가 부럽다.ㅋㅋ,1
24678,마지막 장면이 정말 인상깊다... 거짓되고 허황된 믿음을 좇지 말고 현실의 삶에 충실하라는 뜻인가...?,1
24679,내용은 슬픈데 영화 자체는... 글쎄..................,1
24680,"최고의영화! ..,,",1
24681,무거운 소재 유쾌한 전개 기발하고 엉뚱한 결말.마담프루스트에 조금 못미치지만 그에 견줄만한 영화.,1
24682,최고다 이게 재미없는 사람들은 취향이 맞지 않는것일 뿐이다,1
24683,콩가루집안인 남한가족을 바라보는 북한가족들의 부러운 시선이 안타까웠다.,1
24684,이햐..전격Z작전도 있었구나.ㅋㅋㅋ 너무 반갑네~,1
24685,전개가 뻔해 시간이 아까웠던 3류 영화,1
24686,"총천연색 인생사. 희망과 좌절, 아름다움의 미학인 인생을 잘 표현한 영화~!",1
24687,이은주...,1
24688,고명환이 연기가 쩌냐? 아니면 돈이 없어 쓴거냐..후자라면 볼가치가 없는영화,1
24689,공포를 먹고 사는 사회. 다른 나라 이야기 같지가 않다.,1
24690,이놈들 할인할 줄 아는 쉨들이네,0
24691,재밌구만 1점주는 인간은 개독이겠지뭐...,1
24692,뭐가 문제인가염?? 129에서 130,0
24693,오프닝에 제일 처음 나오는 인형이 와이비네 이모할머니,1
24694,재일교포들의 삶에 대해 다시금생각해보게 하는 영화에요~좋은영화라 생각됩니다,1
24695,부모가 너무하다.. 애니란게 따뜻한면이 잇어야하는데 이건 감동두없음,1
24696,헤어 어떤게 나을까요..?,0
24697,개연성은 개나 줘버려,1
24698,후퇴하는 영화 만들지마십시오. 예술가라면 앞서가세요.,1
24699,비숍 늅인데 궁금한거있습니다..,0
24700,얍얍 콩 나와라 뚝딱!!!,1
24701,ㅋㅋㅋㅋㅋ 아 진짜웃겨 ㅋㅋㅋㅋㅋㅋㅋ,1
24702,"노래는 10점, 영화 자체는 3점짜리다. 우선 영화라면 재미가있던 감동이있던 연기가 좋던 연출이 좋던 뭐가있어야지. 노래들으려고 영화 보는것도아니고 발연기에 지루함에 억지 갈등에 보고픈 마음이 안들었다",1
24703,어깨사려는데 이거괜춘해?,0
24704,한줄요약.. 본격 ㅈrㅈ1대소동,1
24705,이거 그냥 가볍게 웃으면서 보기 진짜좋은 영환데‥왜이리 평점 낮은지 모르겠다,1
24706,기대 안하고 봤는데인...나름 잼났어요!!ㅋㅋㅋㅋ,1
24707,비올레타 개선언제되나요?,0
24708,확실히 같은소재로 아주 흥행했던 은위보다 더 잘 표현해낸거같네요. 정말 좋은영화.,1
24709,헐리우드 영화중에서 내가 본 영화중 !! 최악이다.,1
24710,지금 마스터피스하면 이거 나오는 거임???,0
24711,134분동안 조금도 지루할 틈이 없는 사건의 연속ㅋ,1
24712,통쾌하고 재미있다...,1
24713,너무어이없는영화. 돈아까웠음.,1
24714,데벤져 모자 질문입니다,0
24715,스타포스로만 레벨 키울려면,0
24716,얼마에,0
24717,삼가 희생자들의 명복을 빕니다 영화가 평점이 왜이리 낮은가했더니 일부러 낮게주는 사람들이 있네요... 이유는 모르겠지만 안타까울따름입니다,1
24718,아 기대안하구 다운받았는데꿀잼ㅎㅎ 공감두 되고ㅎㅎ내 돈이 아깝지 않았음ㅋㅋ극장에서 볼껄ㅜㅜ,1
24719,메린이가 길드 구해봐요,0
24720,강우석의 망작 중 하나. 영상미는 열심히 찍은듯 하다,1
24721,종교세뇌는 안받음,1
24722,미스틱 블랙리본 이거 처분...,0
24723,유니온작 하려구하는데 무기 어떻게 끼나요,0
24724,아주 정직하게 재미가 없다.,1
24725,진심 극중 왕조현이 뿜는 아름다움은 그 어디서도 보지못했다,1
24726,옾톡 넘모 재밌고,0
24727,나카마유키에 유일한 팬^^,1
24728,그렇게 나는 시간을 낭비했다...-_=;,1
24729,GNOME VOICE ( 리눅스의 그것 ),1
24730,남주 헤어스타일 왜 저래...? 가게분신노찌쯔!!!!,1
24731,성형 시킬지 고민..,0
24732,완전 재밌습니다. 웃다가 쓰러질뻔 했어요^^ 이랬으면 좋겠네요.,1
24733,메이플m 연동계정 바꿀수잇나요,0
24734,대중적이면서 귀여운 영화...잔잔하면서 좋아요!,1
24735,카르마 가위,0
24736,ㅇ,1
24737,2년만에 드디어 170을 찍었네요 ㅠㅠ,0
24738,비디오로 빌려봤는데 자면서 봤다-ㅅ-;,1
24739,160직작할때 가성비로,0
24740,"무혐 + 뱀파이어, 동서양의 결합. 내용은 왕 유치하지만 비주얼은 그럭저럭",1
24741,어렸을때 봤는데ㅋㅋ 내용은 다 기억난다는.. 마지막에 웃겨 디지는줄알았다,1
24742,초반부는 좋았는데 끝으로 갈수록 이건 뭐 코미디도 아니고...끝부분은 너무 유치했다;;애들 쉿 하는거에서 빵 터짐ㅋㅋㅋ오컬트적인 요소가 나쁘진 않지만 결말을 이렇게 밖에 할 수 없었나 싶다 차라리 스릴러로 갔으면 훨씬 좋은 작품이 나왔을 텐데 아쉬움,1
24743,평점을 주기가 아깝다.,1
24744,제니스 해적신발,0
24745,어제오늘 0빼기(추정) 코디템 3개 먹음,0
24746,이게 7점? 어처구니 없다.,1
24747,일단 SF영화이므로 별4개 기본에 내가 좋아하는 에어리언 나오므로 별+추가,1
24748,mvp 효율 별로다,0
24749,메린이 닉변 질문..!,0
24750,엔버효율 이게 실화냐?,0
24751,1편은 너무 재밌었는데 2편은 별로,1
24752,보라색 어깨,0
24753,갑군....갑양/....밀루유떼..,1
24754,별밤 길드 수송담당아 습지팟 벌레 한마리 겨들아왔다 강퇴해라,0
24755,이게 뭐냐 뭐가뭔지 하나도 집중안되는 영화,1
24756,"예고편 엄청 무서울것처럼 만들어놓고, 이게 뭔가.. 진짜 재미없고 지루하고 짜증남",1
24757,아 양민수(2),1
24758,ㅅㅂ차승원 엄살.닭살.욕쩐다 때려치우라영화촬영할때.진지하게했으면좋겠음이성재가100배낳음,1
24759,존나 지루하다.,1
24760,응급남녀. 무슨 의사들이 저렇게 사랑타령에 머리색도 빨갛고 노랗고 완전 날라리같아 극중 몰입도 완전 낮아져요. 특히 송지효 빨간머리랑 입술 극이랑 너무 안어울려요. 1994끝나고 완전 기대했는데 실망이에요,1
24761,아케인 닉 구경합니닷,0
24762,너무높다 깎아줘야되,1
24763,완전 재밋음 역시 짱구가 최고!!,1
24764,우리나라 TV드라마가 3배는 낫다..,1
24765,그냥 그러려니 할수없는 식상한코미디,1
24766,오류,0
24767,메m 넘모 재밌다ㅏ,0
24768,피스 질문,0
24769,쩌는듯ㅇㅇ,1
24770,스카니아 현상황,0
24771,사나이라면 한번쯤 바다를 다시 보게하는 애니,1
24772,140322날에 스타의 장기를 찾아라 특집한다면서 오늘 웬기타치고 줄타는 애들 둘이 나오네요? 지금 시청률 올릴리려고 아이돌 팬들 가지고 장난 깐것도 아니고 1시간 25분가량 기다린 팬들은 뭐가 됩니까?ㅋ 예고를 하셨으면 지키셔야지요ㅋㅋ 장난하세요?,1
24773,음... 누가 가해자이고 누가 피해자인지?,1
24774,노홍철 목소리가 정말 캐릭터와 잘 어울렸어요 6살 아이가 재밌다고 잘 봤어요^^,1
24775,25초 광고를 10배로 늘였을 뿐 신선하지도... 재미도 없다,1
24776,원작의 탄탄한 구성을 망가뜨린..밀도낮고 엉성하기 그지없다,1
24777,페파 연동 보상,0
24778,사람마다 어떻게보느냐에 따라 다르겠지만 액션 배우들의 연기 모두좋았다. 액션영화보면서 감정씬에 이번처럼 많이 몰입되기는 처음이다. 양자경 정우성 그외 조연들 모두 훌륭하다,1
24779,형들..,0
24780,오늘부터 최애헤어 정했다.,0
24781,..메린이입니다. 한마디씩만 부탁드려요...,0
24782,언제봐도 유쾌한 영화!어리버리 이완과 섹쉬도도 카메론의 영화가 너무 잘 어울려~ㅋ,1
24783,운지!운지!홍어!홍어!부릉부릉 땅크 나가신다!,1
24784,생각보다 재밌더라구요^^ 애들이 재밌어했어요 ㅋㅋㅋ덕분에 좋은 영화 보고 왔습니다!,1
24785,이제야 봤다는 것이 너무 아쉬울 정도. 정말 꼭 한 번 봐야하는 영화.,1
24786,메m 메린이입니다. 미니던전이 돈 잘버나요?,0
24787,본캐 뭘로할가요,0
24788,이미 동생이 알게된순간 형을 도울거라곤 예상했음 ㅋㅋOO,1
24789,""""""""""""""" 너에게 감동을 줄테니,너는 나에게 호주머니의 지갑을 열어다오""""""""라고 울부짖고있음""""""",1
24790,전체 록키 시리즈 6개 중에 2가 단연 최고.,1
24791,에픽둘둘 마라벨풀셋 vs 스틸안쓰는 팬텀 뭐가 더 짜증남??,0
24792,이거 절대보지마세요 겁나 재미없고 지루해죽겠엌ㅋㄲ내용도 그닥 없음 사상최악의 영화 평점 누가 준거 더럽게 높네,1
24793,"만든 사람들은 그렇다 치고, 누가 이런걸 수입하자고 했지? 아, 0점 주고 싶다.",1
24794,암만 생각해도 희대의 쓰레기 방송이었어,1
24795,히어로즈m 이제 지겹네...,0
24796,송혜교 발음도 그렇구 연기 진짜 못하더라~어색하구 어색해,1
24797,이런 대공감 영화가 있는지 몰랐네... 티비서 보는데 극장에서 못본게 아쉽네!,1
24798,참 멋진 영화임 ^^,1
24799,최근본 영화중에 최악인듯...처음엔 흥미진진했는데 갈수록 지루하고 허무하고 짜증,1
24800,탐험열차 자사돌리면서 ㄱㄴ?,0
24801,아이고 배야. 눈물이 앞을 가리네,1
24802,씹노잼톤노잼노잼노잼,1
24803,1970년작 품 올라오면 안되냐? 바람과함께사라지다만 명작이라할놈들이구먼?,1
24804,우욱..-_-;;;영 아니다..,1
24805,용서에 관해 답해주는 영화?진정한 용서란 자신을 사랑하는 가장 큰 방법이다,1
24806,마라벨 늦게 살껄 ㅠ,0
24807,어제우연히티비에서 폴리스스토리4 살짝보다가 아..성룡도마니늙었구나 세월이란..하고생각하다가 폴리스스토리재밌나?하고다운받아봤는데 첨엔넘옛날거라 좀그랬는데보다보니까 빵터지는거많네요ㅋㅋ특히 경찰서에서여러개전화받는거랑 장만옥이오토바이타는거ㅋㅋ암튼재밌게봤다ㅋ,1
24808,아 존나재밌엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
24809,으엉 간만에 추억돋아서 봤는데사실 원작 자체도 두서없이 전개되는데영화감독은 내용앞뒤도없이 막 잘라서정신없음ㅇ배우들은 책읽고 특히 대사 그대로 살린거 오그리오그링ㅋㅋㅋ간만에 소설로 읽어야지,1
24810,차승원 연기 좋네요ㅎㅎ재밌었어요몇몇 조연의 비중 안타까웠던게 ....우리 사범님ㅜㅜ,1
24811,최고예여~ 말이 필요 없삼........,1
24812,"""""""연출은 물론 배우들의 연기력 등 모든것이 완벽한 영화.모건 프리먼의 목소리가 영화의 몰입도를 더욱 높였다.""""""""태평양이 내 꿈에서처럼 푸르기를 희망한다.나는 희망한다.""""""""이 대사가 너무 좋았다ㅠ희망이라는 추상적인 명사에 대해 다시 생각하게되는 계기가 되었다""""""",1
24813,영화해설보고 이렇게 실망한건 처음이네요 ^^,1
24814,토드 질문드립니다.,0
24815,찌질이들의 대마왕.정말 최고다 다주겨버령,1
24816,마라벨 5셋 유무에 따라 딜량 차이 크나여,0
24817,ㅇㅇ,1
24818,좋다 ㅜ.ㅜ,1
24819,테슬라 계약 절차.JPG,0
24820,EQ 측정용 영화임. 별 2개 - 당신은 마음이 아직 여린 편. 별 3개 - 남에게 상처를 주지 못하는 당신은 착한 사람. 별 4개 - 인문학/예술은 당신의 분야가 아님. 별 5개 - EQ에 심각한 문제를 보이는 당신 덕분에 3류도 먹고 살아감,1
24821,반갑습니다,0
24822,배우들은 최고인데 영화는 왜 이러냐,1
24823,옛날에봤던건데...소름돋는다ㅡㅡ,1
24824,140제 레어등급 에픽 3줄 팔릴까요? 물리3,0
24825,다시봐도재미있을만큼학교2013너무재밌었다^^,1
24826,누가 더 혀짧은가 내기하면 박빙일것같다,1
24827,재미 더럽게없다..2점부터 점수준것들 매미OO,1
24828,"출연진 대박, 감독 대박. 영화도 대박. 최고의 피터팬 영화 같았음.",1
24829,풉~ 재밌게 봤습니다. 못본사람 별점주지마셈,1
24830,죨라 잼없는 드라마에여 비추,1
24831,무자본 와헌 괜찮나요?,0
24832,히어로즈m은 어떻게 하는건가요?,0
24833,애들이봐도 재미없을법한 영화.,1
24834,로버트 드니로와 조 페시 레이 리오타 영화를 모조리 다 보고싶게 만드는 OOO기와 스콜세지의 엄청난 연출력 우리나라 너저분한 깡패영화 만드는 감독들 배우들 꼭 봐야하는 영화,1
24835,제논 183인데 방어구,0
24836,오늘은 드뎌뱃지를..!,0
24837,접속은 못하게하면서,0
24838,제목만 보고 왠지 장르가 공포인듯한 느낌이 ㄷㄷ...,1
24839,데이빗 린치를 좋아하는 사람에겐 필추. 물론 TV드라마를 먼저 보고 봐야..,1
24840,1997년에 이런 영화가 개봉했었다니!,1
24841,정복자 입맛에 맞게 그려진 착하고 순진한 야만인. 그리고 그들과의 판타지.,1
24842,스카 궁수장갑,0
24843,믿음이 아니라 현실이다! OO하지 말고 힘부터 기르자! 일본놈들이 우리와 중국을 어떻게 차별화 하는지 보면서도 미국 타령만 하고 있을거냐??,1
24844,영화를보는내내 이런 독창적이고 굉장한영화를보는것에 흥분된다,1
24845,평점보고 놀랐다...2시간 아까워 내 2시간.. 아무것도 안하고 잠만 자도 이거 본거 보단 낫겠다.. 그정도 였다내인생 최악의 영화,1
24846,원정대 안되노,0
24847,나이트로드 오픈톡방 ...,0
24848,담주마지막회인가요? 영애씨볼ㅇ라고 목욜만기다리는데ㅇ않돼요! 친구들도 다 빠졌습니다~~~!! 진짜 주연조연할거없이 연기짱입니다 ! 스토리도 너무 공감되고 제발 끝내진말아주세요ㅠㅠ,1
24849,병재컷,0
24850,메린이 잠재,0
24851,김윤아 캐스팅 어이없어,1
24852,"평점을보고봤어야했는데,,나름긴장감을주긴했지만결말이아무것도없는찝찝함이남는영화ㅡ결말은5분도체안되고끝남. 궁금중유발로2시간을써먹음",1
24853,모든게 과잉되어 흘러넘친다. 그나마 좋았던건 마지막 그 이후 미안해요,1
24854,구글기프트카드,0
24855,링크캐 궁금한거 있는데,0
24856,대체 뭘 말하고자 한건지..남는 것도 없고 프랑스 영화의 허무함만..,1
24857,1점도 아까운 영화. 관객 모독에 가까운 영화임.,1
24858,요즘에 이거때메 시험이고 뭐고 다때려치고 보고잇어요.어쩌실꺼예요..ㅠㅠ,1
24859,게스트계정 은월200입니다..,0
24860,시간남아돌때~잠깐 자고싶은데 잘때가 없을때~~그외 비추~,1
24861,한심해존쿠삭 이렇게 삼류배우되나?,1
24862,"평점보고, 아침시간에만하길래 맞춰서 갔는데... 너무 지루했어요...",1
24863,말쭉거리. 친구1에 비교하면 점수가 너무 높다. 점수 조절좀하자,1
24864,"스카니아 죽데세트로 구합니다,죽데망토도 구해요",0
24865,명작은 세월이 지나도 그 감동이 변하지 말아야 하지만.. 이건 다시보니.. 쩝..,1
24866,"진부한 코메디 영화, 수준이하 영화,보고나면 남는게 없다",1
24867,코미디라면서요..? 어디서 웃어야 합니까....? 아님 감동이라도 있든지...,1
24868,무고벤으로 겜 안돌아가신 분들 필독.,0
24869,신하균이 아니였다면 그만 볼뻔했다.,1
24870,스카 오픈톡 모음,0
24871,스타포/위용둥 렙 몇까지 있는게 좋나여?,0
24872,재미는 별로없지만 평점은 예의상 이정도,1
24873,걍 사건1개로 캐릭들 연계성이나 감정표현에 집중했더라면- 정작 필요한건 없는느낌.,1
24874,ㅋㅋㅋㅋ이게 바로 진정한 코미디다.박상원씨 안습..,1
24875,스카 도적장갑거품낌?,0
24876,이거진짜 ;;,1
24877,참 괴상한 영화네요..ㅎㅎ,1
24878,굿,1
24879,..... 할말없음,1
24880,"처음부터 전지전능한 예수라면, 사탄은 절대 유혹을 주지 않았을 것이다.",1
